Id CCAA;CCAA;Id Provincia;Provincia;Edad;Titularidad;Alumnos
CA18;Ceuta;PR51;Ceuta;3;Pública;743
CA19;Melilla;PR52;Melilla;3;Pública;943
CA01;Andalucía;PR04;Almería;3;Privada;988
CA01;Andalucía;PR11;Cádiz;3;Privada;2.815
CA01;Andalucía;PR14;Córdoba;3;Privada;1.934
CA01;Andalucía;PR18;Granada;3;Privada;2.277
CA01;Andalucía;PR21;Huelva;3;Privada;823
CA01;Andalucía;PR23;Jaén;3;Privada;1.398
CA01;Andalucía;PR29;Málaga;3;Privada;3.936
CA01;Andalucía;PR41;Sevilla;3;Privada;4.599
CA02;Aragón;PR22;Huesca;3;Privada;375
CA02;Aragón;PR44;Teruel;3;Privada;137
CA02;Aragón;PR50;Zaragoza;3;Privada;2.828
CA03;Asturias, Principado de;PR33;Asturias;3;Privada;2.089
CA04;Balears, Illes;PR07;Baleares;3;Privada;3.904
CA05;Canarias;PR35;Las Palmas;3;Privada;2.110
CA05;Canarias;PR38;Santa Cruz de Tenerife;3;Privada;2.373
CA06;Cantabria;PR39;Cantabria;3;Privada;1.271
CA07;Castilla y León;PR05;Ávila;3;Privada;327
CA07;Castilla y León;PR09;Burgos;3;Privada;1.066
CA07;Castilla y León;PR24;León;3;Privada;1.029
CA07;Castilla y León;PR34;Palencia;3;Privada;354
CA07;Castilla y León;PR37;Salamanca;3;Privada;897
CA07;Castilla y León;PR40;Segovia;3;Privada;205
CA07;Castilla y León;PR42;Soria;3;Privada;112
CA07;Castilla y León;PR47;Valladolid;3;Privada;1.595
CA07;Castilla y León;PR49;Zamora;3;Privada;257
CA08;Castilla-La Mancha;PR02;Albacete;3;Privada;671
CA08;Castilla-La Mancha;PR13;Ciudad Real;3;Privada;829
CA08;Castilla-La Mancha;PR16;Cuenca;3;Privada;175
CA08;Castilla-La Mancha;PR19;Guadalajara;3;Privada;424
CA08;Castilla-La Mancha;PR45;Toledo;3;Privada;1.436
CA09;Cataluña;PR08;Barcelona;3;Privada;18.358
CA09;Cataluña;PR17;Girona;3;Privada;1.426
CA09;Cataluña;PR25;Lleida;3;Privada;903
CA09;Cataluña;PR43;Tarragona;3;Privada;1.796
CA10;Comunitat Valenciana;PR03;Alicante;3;Privada;3.768
CA10;Comunitat Valenciana;PR12;Castellón;3;Privada;1.114
CA10;Comunitat Valenciana;PR46;Valencia;3;Privada;8.872
CA11;Extremadura;PR06;Badajoz;3;Privada;1.181
CA11;Extremadura;PR10;Cáceres;3;Privada;731
CA12;Galicia;PR15;A Coruña;3;Privada;2.331
CA12;Galicia;PR27;Lugo;3;Privada;548
CA12;Galicia;PR32;Ourense;3;Privada;608
CA12;Galicia;PR36;Pontevedra;3;Privada;2.258
CA13;Madrid, Comunidad de;PR28;Madrid;3;Privada;28.495
CA14;Murcia, Región de;PR30;Murcia;3;Privada;4.996
CA15;Navarra, Comunidad Foral de;PR31;Navarra;3;Privada;2.264
CA16;País Vasco;PR01;Álava;3;Privada;1.258
CA16;País Vasco;PR20;Gipuzkoa;3;Privada;3.023
CA16;País Vasco;PR48;Bizkaia;3;Privada;4.525
CA17;Rioja, La;PR26;La Rioja;3;Privada;929
CA18;Ceuta;PR51;Ceuta;3;Privada;251
CA19;Melilla;PR52;Melilla;3;Privada;260
CA01;Andalucía;PR04;Almería;4;Pública;6.990
CA01;Andalucía;PR11;Cádiz;4;Pública;8.908
CA01;Andalucía;PR14;Córdoba;4;Pública;4.953
CA01;Andalucía;PR18;Granada;4;Pública;6.180
CA01;Andalucía;PR21;Huelva;4;Pública;4.163
CA01;Andalucía;PR23;Jaén;4;Pública;4.002
CA01;Andalucía;PR29;Málaga;4;Pública;11.862
CA01;Andalucía;PR41;Sevilla;4;Pública;14.673
CA02;Aragón;PR22;Huesca;4;Pública;1.576
CA02;Aragón;PR44;Teruel;4;Pública;916
CA02;Aragón;PR50;Zaragoza;4;Pública;5.796
CA03;Asturias, Principado de;PR33;Asturias;4;Pública;4.552
CA04;Balears, Illes;PR07;Baleares;4;Pública;6.839
CA05;Canarias;PR35;Las Palmas;4;Pública;6.599
CA05;Canarias;PR38;Santa Cruz de Tenerife;4;Pública;5.528
CA06;Cantabria;PR39;Cantabria;4;Pública;3.135
CA07;Castilla y León;PR05;Ávila;4;Pública;859
CA07;Castilla y León;PR09;Burgos;4;Pública;1.734
CA07;Castilla y León;PR24;León;4;Pública;2.005
CA07;Castilla y León;PR34;Palencia;4;Pública;800
CA07;Castilla y León;PR37;Salamanca;4;Pública;1.377
CA07;Castilla y León;PR40;Segovia;4;Pública;1.062
CA07;Castilla y León;PR42;Soria;4;Pública;561
CA07;Castilla y León;PR47;Valladolid;4;Pública;2.541
CA07;Castilla y León;PR49;Zamora;4;Pública;682
CA08;Castilla-La Mancha;PR02;Albacete;4;Pública;2.744
CA08;Castilla-La Mancha;PR13;Ciudad Real;4;Pública;3.470
CA08;Castilla-La Mancha;PR16;Cuenca;4;Pública;1.362
CA08;Castilla-La Mancha;PR19;Guadalajara;4;Pública;2.122
CA08;Castilla-La Mancha;PR45;Toledo;4;Pública;5.602
CA09;Cataluña;PR08;Barcelona;4;Pública;33.134
CA09;Cataluña;PR17;Girona;4;Pública;6.179
CA09;Cataluña;PR25;Lleida;4;Pública;3.146
CA09;Cataluña;PR43;Tarragona;4;Pública;6.095
CA10;Comunitat Valenciana;PR03;Alicante;4;Pública;12.691
CA10;Comunitat Valenciana;PR12;Castellón;4;Pública;4.104
CA10;Comunitat Valenciana;PR46;Valencia;4;Pública;13.604
CA11;Extremadura;PR06;Badajoz;4;Pública;4.766
CA11;Extremadura;PR10;Cáceres;4;Pública;2.275
CA12;Galicia;PR15;A Coruña;4;Pública;6.205
CA12;Galicia;PR27;Lugo;4;Pública;1.591
CA12;Galicia;PR32;Ourense;4;Pública;1.244
CA12;Galicia;PR36;Pontevedra;4;Pública;4.870
CA13;Madrid, Comunidad de;PR28;Madrid;4;Pública;36.130
CA14;Murcia, Región de;PR30;Murcia;4;Pública;11.225
CA15;Navarra, Comunidad Foral de;PR31;Navarra;4;Pública;4.158
CA16;País Vasco;PR01;Álava;4;Pública;1.925
CA16;País Vasco;PR20;Gipuzkoa;4;Pública;3.276
CA16;País Vasco;PR48;Bizkaia;4;Pública;4.813
CA17;Rioja, La;PR26;La Rioja;4;Pública;1.844
CA18;Ceuta;PR51;Ceuta;4;Pública;817
CA19;Melilla;PR52;Melilla;4;Pública;970
CA01;Andalucía;PR04;Almería;4;Privada;1.038
CA01;Andalucía;PR11;Cádiz;4;Privada;2.900
CA01;Andalucía;PR14;Córdoba;4;Privada;1.992
CA01;Andalucía;PR18;Granada;4;Privada;2.386
CA01;Andalucía;PR21;Huelva;4;Privada;873
CA01;Andalucía;PR23;Jaén;4;Privada;1.379
CA01;Andalucía;PR29;Málaga;4;Privada;4.126
CA01;Andalucía;PR41;Sevilla;4;Privada;4.805
CA02;Aragón;PR22;Huesca;4;Privada;416
CA02;Aragón;PR44;Teruel;4;Privada;145
CA02;Aragón;PR50;Zaragoza;4;Privada;2.955
CA03;Asturias, Principado de;PR33;Asturias;4;Privada;2.028
CA04;Balears, Illes;PR07;Baleares;4;Privada;4.084
CA05;Canarias;PR35;Las Palmas;4;Privada;2.021
CA05;Canarias;PR38;Santa Cruz de Tenerife;4;Privada;2.565
CA06;Cantabria;PR39;Cantabria;4;Privada;1.353
CA07;Castilla y León;PR05;Ávila;4;Privada;347
CA07;Castilla y León;PR09;Burgos;4;Privada;1.108
CA07;Castilla y León;PR24;León;4;Privada;1.060
CA07;Castilla y León;PR34;Palencia;4;Privada;403
CA07;Castilla y León;PR37;Salamanca;4;Privada;987
CA07;Castilla y León;PR40;Segovia;4;Privada;179
CA07;Castilla y León;PR42;Soria;4;Privada;135
CA07;Castilla y León;PR47;Valladolid;4;Privada;1.764
CA07;Castilla y León;PR49;Zamora;4;Privada;309
CA08;Castilla-La Mancha;PR02;Albacete;4;Privada;708
CA08;Castilla-La Mancha;PR13;Ciudad Real;4;Privada;868
CA08;Castilla-La Mancha;PR16;Cuenca;4;Privada;195
CA08;Castilla-La Mancha;PR19;Guadalajara;4;Privada;436
CA08;Castilla-La Mancha;PR45;Toledo;4;Privada;1.493
CA09;Cataluña;PR08;Barcelona;4;Privada;19.274
CA09;Cataluña;PR17;Girona;4;Privada;1.530
CA09;Cataluña;PR25;Lleida;4;Privada;960
CA09;Cataluña;PR43;Tarragona;4;Privada;1.854
CA10;Comunitat Valenciana;PR03;Alicante;4;Privada;4.035
CA10;Comunitat Valenciana;PR12;Castellón;4;Privada;1.122
CA10;Comunitat Valenciana;PR46;Valencia;4;Privada;9.195
CA11;Extremadura;PR06;Badajoz;4;Privada;1.133
CA11;Extremadura;PR10;Cáceres;4;Privada;728
CA12;Galicia;PR15;A Coruña;4;Privada;2.406
CA12;Galicia;PR27;Lugo;4;Privada;576
CA12;Galicia;PR32;Ourense;4;Privada;669
CA12;Galicia;PR36;Pontevedra;4;Privada;2.362
CA13;Madrid, Comunidad de;PR28;Madrid;4;Privada;29.588
CA14;Murcia, Región de;PR30;Murcia;4;Privada;5.115
CA15;Navarra, Comunidad Foral de;PR31;Navarra;4;Privada;2.284
CA16;País Vasco;PR01;Álava;4;Privada;1.367
CA16;País Vasco;PR20;Gipuzkoa;4;Privada;3.163
CA16;País Vasco;PR48;Bizkaia;4;Privada;4.702
CA17;Rioja, La;PR26;La Rioja;4;Privada;1.009
CA18;Ceuta;PR51;Ceuta;4;Privada;243
CA19;Melilla;PR52;Melilla;4;Privada;281
CA01;Andalucía;PR04;Almería;5;Pública;7.003
CA01;Andalucía;PR11;Cádiz;5;Pública;9.181
CA01;Andalucía;PR14;Córdoba;5;Pública;5.093
CA01;Andalucía;PR18;Granada;5;Pública;6.288
CA01;Andalucía;PR21;Huelva;5;Pública;4.405
CA01;Andalucía;PR23;Jaén;5;Pública;4.052
CA01;Andalucía;PR29;Málaga;5;Pública;12.453
CA01;Andalucía;PR41;Sevilla;5;Pública;15.269
CA02;Aragón;PR22;Huesca;5;Pública;1.500
CA02;Aragón;PR44;Teruel;5;Pública;1.013
CA02;Aragón;PR50;Zaragoza;5;Pública;5.954
CA03;Asturias, Principado de;PR33;Asturias;5;Pública;4.723
CA04;Balears, Illes;PR07;Baleares;5;Pública;6.955
CA05;Canarias;PR35;Las Palmas;5;Pública;6.717
CA05;Canarias;PR38;Santa Cruz de Tenerife;5;Pública;5.581
CA06;Cantabria;PR39;Cantabria;5;Pública;3.201
CA07;Castilla y León;PR05;Ávila;5;Pública;955
CA07;Castilla y León;PR09;Burgos;5;Pública;1.763
CA07;Castilla y León;PR24;León;5;Pública;1.935
CA07;Castilla y León;PR34;Palencia;5;Pública;812
CA07;Castilla y León;PR37;Salamanca;5;Pública;1.400
CA07;Castilla y León;PR40;Segovia;5;Pública;1.114
CA07;Castilla y León;PR42;Soria;5;Pública;556
CA07;Castilla y León;PR47;Valladolid;5;Pública;2.647
CA07;Castilla y León;PR49;Zamora;5;Pública;678
CA08;Castilla-La Mancha;PR02;Albacete;5;Pública;2.825
CA08;Castilla-La Mancha;PR13;Ciudad Real;5;Pública;3.369
CA08;Castilla-La Mancha;PR16;Cuenca;5;Pública;1.430
CA08;Castilla-La Mancha;PR19;Guadalajara;5;Pública;2.089
CA08;Castilla-La Mancha;PR45;Toledo;5;Pública;5.696
CA09;Cataluña;PR08;Barcelona;5;Pública;33.763
CA09;Cataluña;PR17;Girona;5;Pública;6.165
CA09;Cataluña;PR25;Lleida;5;Pública;3.241
CA09;Cataluña;PR43;Tarragona;5;Pública;6.132
CA10;Comunitat Valenciana;PR03;Alicante;5;Pública;12.911
CA10;Comunitat Valenciana;PR12;Castellón;5;Pública;4.293
CA10;Comunitat Valenciana;PR46;Valencia;5;Pública;14.134
CA11;Extremadura;PR06;Badajoz;5;Pública;4.922
CA11;Extremadura;PR10;Cáceres;5;Pública;2.311
CA12;Galicia;PR15;A Coruña;5;Pública;6.080
CA12;Galicia;PR27;Lugo;5;Pública;1.625
CA12;Galicia;PR32;Ourense;5;Pública;1.298
CA12;Galicia;PR36;Pontevedra;5;Pública;5.160
CA13;Madrid, Comunidad de;PR28;Madrid;5;Pública;36.533
CA14;Murcia, Región de;PR30;Murcia;5;Pública;11.474
CA15;Navarra, Comunidad Foral de;PR31;Navarra;5;Pública;4.254
CA16;País Vasco;PR01;Álava;5;Pública;1.979
CA16;País Vasco;PR20;Gipuzkoa;5;Pública;3.308
CA16;País Vasco;PR48;Bizkaia;5;Pública;4.959
CA17;Rioja, La;PR26;La Rioja;5;Pública;1.928
CA18;Ceuta;PR51;Ceuta;5;Pública;947
CA19;Melilla;PR52;Melilla;5;Pública;1.074
CA01;Andalucía;PR04;Almería;5;Privada;1.039
CA01;Andalucía;PR11;Cádiz;5;Privada;2.985
CA01;Andalucía;PR14;Córdoba;5;Privada;1.994
CA01;Andalucía;PR18;Granada;5;Privada;2.311
CA01;Andalucía;PR21;Huelva;5;Privada;905
CA01;Andalucía;PR23;Jaén;5;Privada;1.408
CA01;Andalucía;PR29;Málaga;5;Privada;4.143
CA01;Andalucía;PR41;Sevilla;5;Privada;4.847
CA02;Aragón;PR22;Huesca;5;Privada;351
CA02;Aragón;PR44;Teruel;5;Privada;171
CA02;Aragón;PR50;Zaragoza;5;Privada;3.116
CA03;Asturias, Principado de;PR33;Asturias;5;Privada;2.138
CA04;Balears, Illes;PR07;Baleares;5;Privada;4.135
CA05;Canarias;PR35;Las Palmas;5;Privada;2.102
CA05;Canarias;PR38;Santa Cruz de Tenerife;5;Privada;2.643
CA06;Cantabria;PR39;Cantabria;5;Privada;1.482
CA07;Castilla y León;PR05;Ávila;5;Privada;332
CA07;Castilla y León;PR09;Burgos;5;Privada;1.124
CA07;Castilla y León;PR24;León;5;Privada;1.093
CA07;Castilla y León;PR34;Palencia;5;Privada;427
CA07;Castilla y León;PR37;Salamanca;5;Privada;961
CA07;Castilla y León;PR40;Segovia;5;Privada;217
CA07;Castilla y León;PR42;Soria;5;Privada;129
CA07;Castilla y León;PR47;Valladolid;5;Privada;1.756
CA07;Castilla y León;PR49;Zamora;5;Privada;350
CA08;Castilla-La Mancha;PR02;Albacete;5;Privada;697
CA08;Castilla-La Mancha;PR13;Ciudad Real;5;Privada;871
CA08;Castilla-La Mancha;PR16;Cuenca;5;Privada;178
CA08;Castilla-La Mancha;PR19;Guadalajara;5;Privada;428
CA08;Castilla-La Mancha;PR45;Toledo;5;Privada;1.542
CA09;Cataluña;PR08;Barcelona;5;Privada;19.962
CA09;Cataluña;PR17;Girona;5;Privada;1.528
CA09;Cataluña;PR25;Lleida;5;Privada;1.000
CA09;Cataluña;PR43;Tarragona;5;Privada;1.884
CA10;Comunitat Valenciana;PR03;Alicante;5;Privada;4.117
CA10;Comunitat Valenciana;PR12;Castellón;5;Privada;1.156
CA10;Comunitat Valenciana;PR46;Valencia;5;Privada;9.394
CA11;Extremadura;PR06;Badajoz;5;Privada;1.194
CA11;Extremadura;PR10;Cáceres;5;Privada;772
CA12;Galicia;PR15;A Coruña;5;Privada;2.388
CA12;Galicia;PR27;Lugo;5;Privada;574
CA12;Galicia;PR32;Ourense;5;Privada;630
CA12;Galicia;PR36;Pontevedra;5;Privada;2.430
CA13;Madrid, Comunidad de;PR28;Madrid;5;Privada;29.866
CA14;Murcia, Región de;PR30;Murcia;5;Privada;5.271
CA15;Navarra, Comunidad Foral de;PR31;Navarra;5;Privada;2.367
CA16;País Vasco;PR01;Álava;5;Privada;1.362
CA16;País Vasco;PR20;Gipuzkoa;5;Privada;3.171
CA16;País Vasco;PR48;Bizkaia;5;Privada;5.022
CA17;Rioja, La;PR26;La Rioja;5;Privada;1.066
CA18;Ceuta;PR51;Ceuta;5;Privada;250
CA19;Melilla;PR52;Melilla;5;Privada;305
CA01;Andalucía;PR04;Almería;6;Pública;28
CA01;Andalucía;PR11;Cádiz;6;Pública;80
CA01;Andalucía;PR14;Córdoba;6;Pública;64
CA01;Andalucía;PR18;Granada;6;Pública;27
CA01;Andalucía;PR21;Huelva;6;Pública;31
CA01;Andalucía;PR23;Jaén;6;Pública;26
CA01;Andalucía;PR29;Málaga;6;Pública;89
CA01;Andalucía;PR41;Sevilla;6;Pública;114
CA02;Aragón;PR22;Huesca;6;Pública;17
CA02;Aragón;PR44;Teruel;6;Pública;11
CA02;Aragón;PR50;Zaragoza;6;Pública;46
CA03;Asturias, Principado de;PR33;Asturias;6;Pública;31
CA04;Balears, Illes;PR07;Baleares;6;Pública;37
CA05;Canarias;PR35;Las Palmas;6;Pública;21
CA05;Canarias;PR38;Santa Cruz de Tenerife;6;Pública;19
CA06;Cantabria;PR39;Cantabria;6;Pública;0
CA07;Castilla y León;PR05;Ávila;6;Pública;4
CA07;Castilla y León;PR09;Burgos;6;Pública;15
CA07;Castilla y León;PR24;León;6;Pública;25
CA07;Castilla y León;PR34;Palencia;6;Pública;7
CA07;Castilla y León;PR37;Salamanca;6;Pública;9
CA07;Castilla y León;PR40;Segovia;6;Pública;5
CA07;Castilla y León;PR42;Soria;6;Pública;4
CA07;Castilla y León;PR47;Valladolid;6;Pública;23
CA07;Castilla y León;PR49;Zamora;6;Pública;1
CA08;Castilla-La Mancha;PR02;Albacete;6;Pública;10
CA08;Castilla-La Mancha;PR13;Ciudad Real;6;Pública;17
CA08;Castilla-La Mancha;PR16;Cuenca;6;Pública;7
CA08;Castilla-La Mancha;PR19;Guadalajara;6;Pública;19
CA08;Castilla-La Mancha;PR45;Toledo;6;Pública;24
CA09;Cataluña;PR08;Barcelona;6;Pública;373
CA09;Cataluña;PR17;Girona;6;Pública;54
CA09;Cataluña;PR25;Lleida;6;Pública;19
CA09;Cataluña;PR43;Tarragona;6;Pública;45
CA10;Comunitat Valenciana;PR03;Alicante;6;Pública;0
CA10;Comunitat Valenciana;PR12;Castellón;6;Pública;0
CA10;Comunitat Valenciana;PR46;Valencia;6;Pública;0
CA11;Extremadura;PR06;Badajoz;6;Pública;17
CA11;Extremadura;PR10;Cáceres;6;Pública;13
CA12;Galicia;PR15;A Coruña;6;Pública;54
CA12;Galicia;PR27;Lugo;6;Pública;13
CA12;Galicia;PR32;Ourense;6;Pública;12
CA12;Galicia;PR36;Pontevedra;6;Pública;27
CA13;Madrid, Comunidad de;PR28;Madrid;6;Pública;379
CA14;Murcia, Región de;PR30;Murcia;6;Pública;131
CA15;Navarra, Comunidad Foral de;PR31;Navarra;6;Pública;39
CA16;País Vasco;PR01;Álava;6;Pública;9
CA16;País Vasco;PR20;Gipuzkoa;6;Pública;19
CA16;País Vasco;PR48;Bizkaia;6;Pública;25
CA17;Rioja, La;PR26;La Rioja;6;Pública;26
CA18;Ceuta;PR51;Ceuta;6;Pública;32
CA19;Melilla;PR52;Melilla;6;Pública;47
CA01;Andalucía;PR04;Almería;6;Privada;26
CA01;Andalucía;PR11;Cádiz;6;Privada;9
CA01;Andalucía;PR14;Córdoba;6;Privada;13
CA01;Andalucía;PR18;Granada;6;Privada;12
CA01;Andalucía;PR21;Huelva;6;Privada;7
CA01;Andalucía;PR23;Jaén;6;Privada;4
CA01;Andalucía;PR29;Málaga;6;Privada;144
CA01;Andalucía;PR41;Sevilla;6;Privada;23
CA02;Aragón;PR22;Huesca;6;Privada;2
CA02;Aragón;PR44;Teruel;6;Privada;0
CA02;Aragón;PR50;Zaragoza;6;Privada;11
CA03;Asturias, Principado de;PR33;Asturias;6;Privada;15
CA04;Balears, Illes;PR07;Baleares;6;Privada;32
CA05;Canarias;PR35;Las Palmas;6;Privada;11
CA05;Canarias;PR38;Santa Cruz de Tenerife;6;Privada;28
CA06;Cantabria;PR39;Cantabria;6;Privada;0
CA07;Castilla y León;PR05;Ávila;6;Privada;2
CA07;Castilla y León;PR09;Burgos;6;Privada;3
CA07;Castilla y León;PR24;León;6;Privada;5
CA07;Castilla y León;PR34;Palencia;6;Privada;1
CA07;Castilla y León;PR37;Salamanca;6;Privada;8
CA07;Castilla y León;PR40;Segovia;6;Privada;0
CA07;Castilla y León;PR42;Soria;6;Privada;1
CA07;Castilla y León;PR47;Valladolid;6;Privada;6
CA07;Castilla y León;PR49;Zamora;6;Privada;4
CA08;Castilla-La Mancha;PR02;Albacete;6;Privada;3
CA08;Castilla-La Mancha;PR13;Ciudad Real;6;Privada;1
CA08;Castilla-La Mancha;PR16;Cuenca;6;Privada;1
CA08;Castilla-La Mancha;PR19;Guadalajara;6;Privada;4
CA08;Castilla-La Mancha;PR45;Toledo;6;Privada;6
CA09;Cataluña;PR08;Barcelona;6;Privada;162
CA09;Cataluña;PR17;Girona;6;Privada;7
CA09;Cataluña;PR25;Lleida;6;Privada;5
CA09;Cataluña;PR43;Tarragona;6;Privada;12
CA10;Comunitat Valenciana;PR03;Alicante;6;Privada;0
CA10;Comunitat Valenciana;PR12;Castellón;6;Privada;0
CA10;Comunitat Valenciana;PR46;Valencia;6;Privada;0
CA11;Extremadura;PR06;Badajoz;6;Privada;0
CA11;Extremadura;PR10;Cáceres;6;Privada;0
CA12;Galicia;PR15;A Coruña;6;Privada;10
CA12;Galicia;PR27;Lugo;6;Privada;1
CA12;Galicia;PR32;Ourense;6;Privada;1
CA12;Galicia;PR36;Pontevedra;6;Privada;7
CA13;Madrid, Comunidad de;PR28;Madrid;6;Privada;304
CA14;Murcia, Región de;PR30;Murcia;6;Privada;30
CA15;Navarra, Comunidad Foral de;PR31;Navarra;6;Privada;17
CA16;País Vasco;PR01;Álava;6;Privada;6
CA16;País Vasco;PR20;Gipuzkoa;6;Privada;14
CA16;País Vasco;PR48;Bizkaia;6;Privada;19
CA17;Rioja, La;PR26;La Rioja;6;Privada;3
CA18;Ceuta;PR51;Ceuta;6;Privada;0
CA19;Melilla;PR52;Melilla;6;Privada;5
